Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2014-)","2","Afghanistan","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2015","2015","Kcal/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","2","Afghanistan","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2016","2016","Kcal/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","2","Afghanistan","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2017","2017","Kcal/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","2","Afghanistan","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2018","2018","Kcal/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","2","Afghanistan","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2014","2014","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","2","Afghanistan","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2015","2015","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","2","Afghanistan","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2016","2016","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","2","Afghanistan","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2017","2017","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","2","Afghanistan","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2018","2018","g/personne/jour","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","2","Afghanistan","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2014","2014","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","2","Afghanistan","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2015","2015","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","2","Afghanistan","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2016","2016","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","2","Afghanistan","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2017","2017","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","2","Afghanistan","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2018","2018","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2520","Céréales, Autres","2014","2014","Milliers de tonnes","68","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2520","Céréales, Autres","2015","2015","Milliers de tonnes","56","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2520","Céréales, Autres","2016","2016","Milliers de tonnes","67","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2520","Céréales, Autres","2017","2017","Milliers de tonnes","62","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2520","Céréales, Autres","2018","2018","Milliers de tonnes","69","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2520","Céréales, Autres","2014","2014","Milliers de tonnes","9","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2520","Céréales, Autres","2015","2015","Milliers de tonnes","17","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2520","Céréales, Autres","2016","2016","Milliers de tonnes","12","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2520","Céréales, Autres","2017","2017","Milliers de tonnes","6","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2520","Céréales, Autres","2018","2018","Milliers de tonnes","6","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5072","Variation de stock","2520","Céréales, Autres","2014","2014","Milliers de tonnes","-5","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5072","Variation de stock","2520","Céréales, Autres","2015","2015","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5072","Variation de stock","2520","Céréales, Autres","2016","2016","Milliers de tonnes","-2","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5072","Variation de stock","2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5072","Variation de stock","2520","Céréales, Autres","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5911","Exportations - Quantité","2520","Céréales, Autres","2014","2014","Milliers de tonnes","13","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5911","Exportations - Quantité","2520","Céréales, Autres","2015","2015","Milliers de tonnes","19","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5911","Exportations - Quantité","2520","Céréales, Autres","2016","2016","Milliers de tonnes","22","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5911","Exportations - Quantité","2520","Céréales, Autres","2017","2017","Milliers de tonnes","15","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5911","Exportations - Quantité","2520","Céréales, Autres","2018","2018","Milliers de tonnes","12","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5301","Disponibilité intérieure","2520","Céréales, Autres","2014","2014","Milliers de tonnes","70","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5301","Disponibilité intérieure","2520","Céréales, Autres","2015","2015","Milliers de tonnes","54","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5301","Disponibilité intérieure","2520","Céréales, Autres","2016","2016","Milliers de tonnes","59","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5301","Disponibilité intérieure","2520","Céréales, Autres","2017","2017","Milliers de tonnes","54","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5301","Disponibilité intérieure","2520","Céréales, Autres","2018","2018","Milliers de tonnes","63","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5521","Aliments pour animaux","2520","Céréales, Autres","2014","2014","Milliers de tonnes","24","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5521","Aliments pour animaux","2520","Céréales, Autres","2015","2015","Milliers de tonnes","10","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5521","Aliments pour animaux","2520","Céréales, Autres","2016","2016","Milliers de tonnes","18","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5521","Aliments pour animaux","2520","Céréales, Autres","2017","2017","Milliers de tonnes","11","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5521","Aliments pour animaux","2520","Céréales, Autres","2018","2018","Milliers de tonnes","19","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5527","Semences","2520","Céréales, Autres","2014","2014","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5527","Semences","2520","Céréales, Autres","2015","2015","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5527","Semences","2520","Céréales, Autres","2016","2016","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5527","Semences","2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5527","Semences","2520","Céréales, Autres","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5123","Pertes","2520","Céréales, Autres","2014","2014","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5123","Pertes","2520","Céréales, Autres","2015","2015","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5123","Pertes","2520","Céréales, Autres","2016","2016","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5123","Pertes","2520","Céréales, Autres","2017","2017","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5123","Pertes","2520","Céréales, Autres","2018","2018","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5170","Résidus","2520","Céréales, Autres","2014","2014","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5170","Résidus","2520","Céréales, Autres","2015","2015","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5170","Résidus","2520","Céréales, Autres","2016","2016","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5170","Résidus","2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5170","Résidus","2520","Céréales, Autres","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5142","Nourriture","2520","Céréales, Autres","2014","2014","Milliers de tonnes","45","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5142","Nourriture","2520","Céréales, Autres","2015","2015","Milliers de tonnes","43","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5142","Nourriture","2520","Céréales, Autres","2016","2016","Milliers de tonnes","40","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5142","Nourriture","2520","Céréales, Autres","2017","2017","Milliers de tonnes","42","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5142","Nourriture","2520","Céréales, Autres","2018","2018","Milliers de tonnes","43","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2014","2014","kg","0.82","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2015","2015","kg","0.77","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2016","2016","kg","0.72","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2017","2017","kg","0.74","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2018","2018","kg","0.74","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2014","2014","Kcal/personne/jour","8","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2015","2015","Kcal/personne/jour","8","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2016","2016","Kcal/personne/jour","7","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2017","2017","Kcal/personne/jour","7","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2018","2018","Kcal/personne/jour","7","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2014","2014","g/personne/jour","0.16","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2015","2015","g/personne/jour","0.15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2016","2016","g/personne/jour","0.14","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2017","2017","g/personne/jour","0.15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2018","2018","g/personne/jour","0.14","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2014","2014","g/personne/jour","0.03","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2015","2015","g/personne/jour","0.03","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2016","2016","g/personne/jour","0.02","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2017","2017","g/personne/jour","0.02","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2018","2018","g/personne/jour","0.02","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2520","Céréales, Autres","2014","2014","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2520","Céréales, Autres","2015","2015","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2520","Céréales, Autres","2016","2016","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2520","Céréales, Autres","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5072","Variation de stock","2520","Céréales, Autres","2014","2014","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5072","Variation de stock","2520","Céréales, Autres","2015","2015","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5072","Variation de stock","2520","Céréales, Autres","2016","2016","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5072","Variation de stock","2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5072","Variation de stock","2520","Céréales, Autres","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5301","Disponibilité intérieure","2520","Céréales, Autres","2014","2014","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5301","Disponibilité intérieure","2520","Céréales, Autres","2015","2015","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5301","Disponibilité intérieure","2520","Céréales, Autres","2016","2016","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5301","Disponibilité intérieure","2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5301","Disponibilité intérieure","2520","Céréales, Autres","2018","2018","Milliers de tonnes","0","S","Données standardisées"
